mir	disease	pmid
mir-365-2	Colorectal Carcinoma	26269151
mir-542	Neoplasms [unspecific]	26272182
mir-223	Diabetes Mellitus	26273679
mir-205	Ovarian Neoplasms	26275944
mir-133a	Gastric Neoplasms	26276722
mir-133b	Gastric Neoplasms	26276722
mir-203	Breast Neoplasms	26278219
mir-146b	Carcinoma, Thyroid	26282166
mir-181b	Glioblastoma	26283154
mir-155	Neoplasms [unspecific]	26284487
mir-21	Neoplasms [unspecific]	26284487
mir-221	Neoplasms [unspecific]	26284487
mir-222	Neoplasms [unspecific]	26284487
let-7	Neoplasms [unspecific]	26284568
mir-206	Neoplasms [unspecific]	26284568
mir-21	Neoplasms [unspecific]	26284568
mir-101	Carcinoma, Laryngeal	26286725
mir-542	Astrocytoma	26286747
mir-150	Autoimmune Diseases [unspecific]	26287504
mir-27a	Carcinoma, Gallbladder	26288960
mir-570	Carcinoma, Gallbladder	26288960
mir-186	Bladder Neoplasms	26290438
mir-107	Stroke	26294080
mir-24	Colorectal Carcinoma	26297223
mir-320a	Colorectal Carcinoma	26297223
mir-423	Colorectal Carcinoma	26297223
mir-145	Carcinoma, Nasopharyngeal	26297956
mir-17	Carcinoma, Vulvar	26297962
mir-92a	Hyperuricemia	26299712
mir-101	Intrahepatic Cholangiocarcinoma	26299768
mir-122	Carcinoma, Hepatocellular	26302777
mir-335	Carcinoma, Hepatocellular	26305026
mir-30a	Lung Neoplasms	26305739
mir-146a	Prostate Neoplasms	26306811
mir-224	Lung Neoplasms	26307684
let-7	Glioma	26307768
mir-106a	Glioma	26307768
mir-10a	Glioma	26307768
mir-125b-2	Glioma	26307768
mir-128	Glioma	26307768
mir-137	Glioma	26307768
mir-146b	Glioma	26307768
mir-148a	Glioma	26307768
mir-15b	Glioma	26307768
mir-17	Glioma	26307768
mir-181d	Glioma	26307768
mir-193a	Glioma	26307768
mir-200b	Glioma	26307768
mir-20a	Glioma	26307768
mir-21	Glioma	26307768
mir-221	Glioma	26307768
mir-222	Glioma	26307768
mir-23a	Glioma	26307768
mir-30b	Glioma	26307768
mir-30c	Glioma	26307768
mir-31	Glioma	26307768
mir-326	Glioma	26307768
mir-34a	Glioma	26307768
mir-425	Glioma	26307768
mir-455	Glioma	26307768
mir-548	Glioma	26307768
mir-93	Glioma	26307768
mir-95	Glioma	26307768
mir-31	Glioblastoma	26310668
mir-27b	Lung Fibrosis	26311239
mir-21	Carcinoma, Hepatocellular	26311740
mir-34a	Prostate Neoplasms	26313360
mir-378b	Skin Injury	26313654
mir-106a	Carcinoma, Esophageal	26314198
mir-182	Epithelioid Sarcoma	26314219
mir-335	Depression Disorder	26314506
mir-23b	Carcinoma, Lung, Non-Small-Cell	26314549
mir-200	Lung Neoplasms	26314828
mir-625	Colorectal Carcinoma	26314959
mir-937	Alzheimer Disease	26316079
mir-497	Carcinoma, Lung, Non-Small-Cell	26316081
mir-452	Carcinoma, Lung, Non-Small-Cell	26316085
mir-106b	Thyroid Neoplasms	26317551
mir-142	Spinal Cord Injuries	26318123
let-7	Lung Injury [unspecific]	26318567
mir-17	Prostate Neoplasms	26318586
mir-145	Bladder Neoplasms	26318860
mir-146b	Glioma	26320176
mir-300	Pituitary Neoplasms	26320179
mir-329	Pituitary Neoplasms	26320179
mir-381	Pituitary Neoplasms	26320179
mir-655	Pituitary Neoplasms	26320179
mir-129-2	Glioma	26320507
mir-92a	Carcinoma, Hepatocellular	26323375
mir-873	Glioma	26323558
mir-204	Carcinoma, Renal Cell	26323722
let-7a	Squamous Cell Carcinoma, Head and Neck	26323893
mir-147b	Squamous Cell Carcinoma, Head and Neck	26323893
mir-424	Squamous Cell Carcinoma, Head and Neck	26323893
mir-6836	Squamous Cell Carcinoma, Head and Neck	26323893
mir-6873	Squamous Cell Carcinoma, Head and Neck	26323893
mir-7152	Squamous Cell Carcinoma, Head and Neck	26323893
let-7	Lung Neoplasms	26323902
mir-498	Lung Neoplasms	26323905
mir-1291	Squamous Cell Carcinoma, Esophageal	26324125
mir-132	Gastric Neoplasms	26324336
mir-34a	Fatty Liver, Non-Alcoholic	26330104
mir-30a	Colorectal Carcinoma	26333808
mir-128	Gastric Neoplasms	26334097
mir-19a	Gastric Neoplasms	26334097
mir-223	Gastric Neoplasms	26334097
mir-125b	Breast Neoplasms	26335100
mir-1290	Rhinosinusitis	26337346
mir-195	Prostate Neoplasms	26337460
mir-137	Breast Neoplasms	26337822
mir-146b	Breast Neoplasms	26338965
mir-192	Squamous Cell Carcinoma, Esophageal	26339371
mir-539	Osteosarcoma	26339374
mir-199b	Leukemia, Myeloid, Acute	26340914
mir-301b	Leukemia, Myeloid, Acute	26340914
mir-326	Leukemia, Myeloid, Acute	26340914
mir-361	Leukemia, Myeloid, Acute	26340914
mir-625	Leukemia, Myeloid, Acute	26340914
mir-655	Leukemia, Myeloid, Acute	26340914
mir-490	Osteosarcoma	26341146
mir-17	Epilepsy	26343596
mir-223	Epilepsy	26343596
mir-320a	Epilepsy	26343596
mir-451a	Epilepsy	26343596
mir-497	Neoplasms [unspecific]	26345385
mir-200b	Adenocarcinoma, Pancreatic Ductal	26345967
mir-199a	Carcinoma, Hepatocellular	26346275
let-7a	Neoplasms [unspecific]	26348204
mir-144	Colorectal Carcinoma	26349975
mir-1908	Obesity	26349979
mir-143	Gastric Neoplasms	26349981
let-7i	Gastric Neoplasms	26349984
mir-106a	Gastric Neoplasms	26349984
mir-15b	Gastric Neoplasms	26349984
mir-16	Gastric Neoplasms	26349984
mir-181b	Gastric Neoplasms	26349984
mir-19a	Gastric Neoplasms	26349984
mir-19b	Gastric Neoplasms	26349984
mir-200b	Gastric Neoplasms	26349984
mir-204	Gastric Neoplasms	26349984
mir-21	Gastric Neoplasms	26349984
mir-27a	Gastric Neoplasms	26349984
mir-34	Gastric Neoplasms	26349984
mir-34c	Gastric Neoplasms	26349984
mir-429	Gastric Neoplasms	26349984
mir-497	Gastric Neoplasms	26349984
mir-508	Gastric Neoplasms	26349984
mir-1244	Carcinoma, Lung	26355845
mir-29a	Pancreatic Neoplasms	26356262
mir-4262	Acute Lung Injury	26356266
mir-18a	Glioma	26356851
mir-203	Colorectal Carcinoma	26361147
mir-150	Osteosarcoma	26361218
mir-126	Leukemia, Lymphoblastic, Acute	26361793
mir-132	Alzheimer Disease	26362250
mir-212	Alzheimer Disease	26362250
mir-21	Carcinoma, Salivary Adenoid Cystic	26367487
mir-506	Carcinoma, Ovarian	26369335
mir-222	Glioma	26370254
mir-130a	Gastric Neoplasms	26375442
mir-495	Gastric Neoplasms	26375442
mir-30a	Autoimmune Diseases [unspecific]	26376209
mir-21	Renal Fibrosis	26376826
mir-23a	Leukemia	26378023
mir-24	Leukemia	26378023
mir-27a	Leukemia	26378023
mir-126	Ischemia-Reperfusion Injury	26381870
mir-582	Colorectal Carcinoma	26384136
mir-126	Carcinoma, Thyroid	26384552
mir-21	Breast Neoplasms	26387181
mir-21	Carcinoma, Breast, Triple Negative	26387848
mir-125a	Carcinoma, Cervical	26389681
mir-224	Carcinoma, Cervical	26390698
mir-451	Ovarian Neoplasms	26390704
mir-339	Carcinoma, Gastric	26391641
mir-200c	Breast Neoplasms	26392416
let-7a	Ewing Sarcoma	26393798
mir-16	Ewing Sarcoma	26393798
mir-29b	Ewing Sarcoma	26393798
mir-16	Ovarian Neoplasms	26393886
mir-182	Ovarian Neoplasms	26393886
mir-25	Ovarian Neoplasms	26393886
mir-376a	Ovarian Neoplasms	26393886
mir-429	Ovarian Neoplasms	26393886
mir-7	Ovarian Neoplasms	26393886
mir-93	Ovarian Neoplasms	26393886
mir-340	Prostate Neoplasms	26394192
mir-144	Lung Neoplasms	26395400
mir-200	Adenocarcinoma, Lung	26395571
mir-15a	Breast Neoplasms	26397135
mir-16	Breast Neoplasms	26397135
mir-1297	Carcinoma, Hepatocellular	26398017
mir-130a	Carcinoma, Lung, Non-Small-Cell	26398698
mir-506	Breast Neoplasms	26398880
mir-152	Multiple Myeloma	26400224
mir-29b	Carcinoma, Hepatocellular	26404322
mir-622	Carcinoma, Hepatocellular	26404566
mir-199a	Leukemia, Lymphoblastic, Acute, B-Cell	26406572
mir-221	Leukemia, Lymphoblastic, Acute, B-Cell	26406572
mir-223	Leukemia, Lymphoblastic, Acute, B-Cell	26406572
mir-26a	Leukemia, Lymphoblastic, Acute, B-Cell	26406572
mir-206	Colorectal Carcinoma	26406866
mir-204	Thyroid Neoplasms	26406941
mir-365	Lymphoma	26406949
mir-218	Neoplasms [unspecific]	26407971
mir-302	Neurodegenerative Diseases [unspecific]	26414965
mir-367	Neurodegenerative Diseases [unspecific]	26414965
mir-99a	Breast Neoplasms	26417931
mir-21	Carcinoma, Hepatocellular	26427512
mir-1	Cardiovascular Diseases [unspecific]	26431632
mir-15	Cardiovascular Diseases [unspecific]	26431632
mir-199a	Cardiovascular Diseases [unspecific]	26431632
mir-302	Cardiovascular Diseases [unspecific]	26431632
mir-367	Cardiovascular Diseases [unspecific]	26431632
mir-135b	Glioblastoma	26437223
mir-34a	Liver Cirrhosis	26437572
mir-637	Cardiovascular Diseases [unspecific]	26438598
mir-21	Lymphoma, Non-Hodgkin	26439034
mir-29a	Cholangiocarcinoma	26441331
mir-218	Colorectal Carcinoma	26442524
mir-145	Squamous Cell Carcinoma, Esophageal	26445467
mir-152	Squamous Cell Carcinoma, Esophageal	26445467
mir-193b	Squamous Cell Carcinoma, Esophageal	26445467
mir-376a	Squamous Cell Carcinoma, Esophageal	26445467
mir-891a	Kaposi Sarcoma	26446987
mir-29c	Glioblastoma	26450587
mir-139	Osteoarthritis	26450708
mir-381	Breast Neoplasms	26450928
mir-21	Breast Neoplasms	26452030
mir-34a	Neoplasms [unspecific]	26454548
mir-9	Disease of Metabolism	26459099
mir-1	Carcinoma, Colon	26459459
mir-145	Carcinoma, Colon	26459459
mir-124	Acute Ischemic Stroke	26459744
mir-125	Acute Ischemic Stroke	26459744
mir-218	Acute Ischemic Stroke	26459744
mir-22	Acute Ischemic Stroke	26459744
mir-23	Acute Ischemic Stroke	26459744
mir-30	Acute Ischemic Stroke	26459744
mir-33	Acute Ischemic Stroke	26459744
mir-330	Acute Ischemic Stroke	26459744
mir-9	Acute Ischemic Stroke	26459744
mir-33b	Adenocarcinoma, Lung	26459797
mir-301a	Sickle Cell Disease	26460070
mir-454	Sickle Cell Disease	26460070
mir-100	Adenocarcinoma, Gastric	26460735
mir-106a	Adenocarcinoma, Gastric	26460735
mir-125b	Adenocarcinoma, Gastric	26460735
mir-127	Adenocarcinoma, Gastric	26460735
mir-145	Adenocarcinoma, Gastric	26460735
mir-17	Adenocarcinoma, Gastric	26460735
mir-193a	Adenocarcinoma, Gastric	26460735
mir-20a	Adenocarcinoma, Gastric	26460735
mir-20b	Adenocarcinoma, Gastric	26460735
mir-381	Adenocarcinoma, Gastric	26460735
mir-455	Adenocarcinoma, Gastric	26460735
mir-483	Adenocarcinoma, Gastric	26460735
mir-601	Adenocarcinoma, Gastric	26460735
mir-671	Adenocarcinoma, Gastric	26460735
mir-92a	Adenocarcinoma, Gastric	26460735
mir-96	Adenocarcinoma, Gastric	26460735
mir-17	Carcinoma, Colon	26463716
mir-18	Carcinoma, Colon	26463716
mir-19a	Carcinoma, Colon	26463716
mir-19b-1	Carcinoma, Colon	26463716
mir-20a	Carcinoma, Colon	26463716
mir-92-1	Carcinoma, Colon	26463716
mir-92a	Carcinoma, Colon	26463716
mir-221	Squamous Cell Carcinoma, Head and Neck	26464363
mir-222	Squamous Cell Carcinoma, Head and Neck	26464363
mir-34a	Gastric Neoplasms	26464633
mir-25	Carcinoma, Lung, Non-Small-Cell	26464659
mir-451	Gastric Neoplasms	26464660
mir-301a	Multiple Myeloma	26464662
mir-204	Leukemia, Lymphoblastic, Acute, T-Cell	26464665
mir-203	Cholangiocarcinoma	26464713
mir-622	Carcinoma, Hepatocellular	26467022
mir-582	Lung Neoplasms	26468775
let-7a	Carcinoma, Hepatocellular	26468984
mir-143	Carcinoma, Hepatocellular	26468984
mir-145	Carcinoma, Hepatocellular	26468984
mir-200	Carcinoma, Hepatocellular	26468984
mir-205	Bladder Neoplasms	26469956
mir-449a	Carcinoma, Hepatocellular	26471185
mir-32	Carcinoma, Gastric	26471298
mir-29	Bladder Neoplasms	26471361
mir-30a	Squamous Cell Carcinoma, Head and Neck	26472042
mir-934	Squamous Cell Carcinoma, Head and Neck	26472042
mir-145	Carcinoma, Ovarian	26472353
mir-101	Prostate Neoplasms	26473737
mir-375	Squamous Cell Carcinoma, Oral	26474386
mir-506	Carcinoma, Hepatocellular	26474697
mir-128b	Gastric Neoplasms	26478435
mir-143	Carcinoma, Bladder	26484567
mir-28	Neoplasms [unspecific]	26485640
mir-323	Neoplasms [unspecific]	26485640
mir-510	Neoplasms [unspecific]	26485640
mir-552	Neoplasms [unspecific]	26485640
mir-608	Neoplasms [unspecific]	26485640
mir-744	Pancreatic Neoplasms	26485754
mir-129	Breast Neoplasms	26487539
mir-320b	Colorectal Carcinoma	26487644
mir-29	Pulmonary Hypertension	26487756
mir-200c	Pancreatic Neoplasms	26493507
mir-31	Carcinoma, Gastric	26494556
mir-451	Colorectal Carcinoma	26497997
mir-564	Lung Neoplasms	26498524
mir-149	Carcinoma, Hepatocellular	26498692
mir-150	Lung Neoplasms	26498874
mir-22	Carcinoma, Renal Cell	26499759
mir-30d	Ovarian Neoplasms	26501435
let-7a	Glioblastoma	26502847
let-7c	Glioblastoma	26502847
mir-128	Glioblastoma	26502847
mir-139	Glioblastoma	26502847
mir-146b	Glioblastoma	26502847
mir-320a	Glioblastoma	26502847
mir-98	Glioma	26502849
mir-24	Carcinoma, Nasopharyngeal	26503504
mir-126	Pleural Mesothelioma	26504055
mir-182	Glioblastoma	26506113
mir-122	Carcinoma, Hepatocellular	26506419
mir-129-1	Glioblastoma	26510428
mir-29b	Ovarian Neoplasms	26512921
mir-205	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	26515287
mir-206	Colorectal Carcinoma	26515696
mir-148a	Thrombosis	26516227
let-7b	Pancreatic Neoplasms	26516699
mir-100	Pancreatic Neoplasms	26516699
mir-1273	Pancreatic Neoplasms	26516699
mir-141	Pancreatic Neoplasms	26516699
mir-146b	Pancreatic Neoplasms	26516699
mir-150	Pancreatic Neoplasms	26516699
mir-195	Pancreatic Neoplasms	26516699
mir-205	Pancreatic Neoplasms	26516699
mir-21	Pancreatic Neoplasms	26516699
mir-216	Pancreatic Neoplasms	26516699
mir-217	Pancreatic Neoplasms	26516699
mir-223	Pancreatic Neoplasms	26516699
mir-26b	Pancreatic Neoplasms	26516699
mir-345	Pancreatic Neoplasms	26516699
mir-34c	Pancreatic Neoplasms	26516699
mir-483	Pancreatic Neoplasms	26516699
mir-138	Periodontal Diseases	26518300
mir-34a	Osteosarcoma	26518752
mir-34a	Squamous Cell Carcinoma, Esophageal	26523671
mir-20a	Lung Injury [unspecific]	26525353
mir-92a	Lung Injury [unspecific]	26525353
mir-193b	Breast Neoplasms	26526790
mir-221	Multiple Myeloma	26527748
mir-101	Squamous Cell Carcinoma, Esophageal	26530100
mir-148b	Carcinoma, Hepatocellular	26530325
mir-499	Mitochondrial Encephalomyopathy	26535630
mir-195	Glioblastoma	26537083
mir-33	Alzheimer Disease	26538644
mir-143	Glioblastoma	26541455
mir-1343	Lung Fibrosis	26542979
mir-155	Lung Neoplasms	26543233
mir-145	Bladder Neoplasms	26544536
mir-137	Gastric Neoplasms	26545111
mir-362	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	26545365
mir-134	Atherosclerosis	26546816
mir-9	Carcinoma, Hepatocellular	26547929
mir-326	Carcinoma, Lung, Non-Small-Cell	26548724
mir-296	Carcinoma, Lung, Non-Small-Cell	26549165
mir-146b	Osteosarcoma	26549292
mir-885	Neoplasms [unspecific]	26554827
mir-506	Glioma	26554866
mir-143	Adenocarcinoma, Pancreatic Ductal	26554910
mir-145	Adenocarcinoma, Pancreatic Ductal	26554910
mir-96	Adenocarcinoma, Pancreatic Ductal	26554910
mir-320a	Osteoporosis	26555194
mir-483	Osteoporosis	26555194
mir-101	Squamous Cell Carcinoma, Esophageal	26556718
mir-543	Hypertension	26562529
mir-182	Breast Neoplasms	26563369
mir-3175	Neoplasms [unspecific]	26565624
mir-186	Squamous Cell Carcinoma, Esophageal	26568291
mir-224	Cholangiocarcinoma	26573191
mir-1246	Colorectal Carcinoma	26573378
mir-340	Breast Neoplasms	26573744
mir-124	Prostate Neoplasms	26573802
mir-27b	Gastric Neoplasms	26576539
mir-449a	Gastric Neoplasms	26576674
mir-634	Ovarian Neoplasms	26576679
mir-34a	Neoplasms [unspecific]	26580663
mir-1274a	Breast Neoplasms	26581147
mir-139	Breast Neoplasms	26581147
mir-148a	Carcinoma, Lung, Non-Small-Cell	26584284
mir-203	Osteosarcoma	26584294
mir-4792	Carcinoma, Nasopharyngeal	26585487
mir-125b	Endomyocardial Fibrosis	26585673
mir-143	Lung Neoplasms	26586766
mir-145	Lung Neoplasms	26586766
mir-155	Pneumonia	26589478
mir-27a	Breast Neoplasms	26592661
mir-9	Carcinoma, Lung, Non-Small-Cell	26593208
mir-148a	Carcinoma, Hepatocellular	26599259
mir-184	Ovarian Neoplasms	26601424
mir-100	Adenocarcinoma, Pancreatic Ductal	26606261
mir-125b	Adenocarcinoma, Pancreatic Ductal	26606261
mir-138	Adenocarcinoma, Pancreatic Ductal	26606261
mir-21	Adenocarcinoma, Pancreatic Ductal	26606261
mir-210	Adenocarcinoma, Pancreatic Ductal	26606261
mir-31	Adenocarcinoma, Pancreatic Ductal	26606261
mir-330	Adenocarcinoma, Pancreatic Ductal	26606261
mir-378	Adenocarcinoma, Pancreatic Ductal	26606261
mir-99a	Adenocarcinoma, Pancreatic Ductal	26606261
mir-140	Osteoarthritis	26608362
mir-22	Gastric Neoplasms	26610210
mir-543	Gastric Neoplasms	26612257
mir-20b	Carcinoma, Hepatocellular	26612965
mir-142	Peritoneal Fibrosis	26616819
mir-21	Peritoneal Fibrosis	26616819
mir-221	Peritoneal Fibrosis	26616819
mir-223	Peritoneal Fibrosis	26616819
mir-34a	Peritoneal Fibrosis	26616819
mir-96	Carcinoma, Thyroid, Papillary	26617698
mir-200a	Carcinoma, Hepatocellular	26617701
mir-299	Lung Neoplasms	26617714
mir-101	Carcinoma, Cervical	26617722
mir-126	Glioma	26617742
mir-10b	Carcinoma, Renal Cell, Clear-Cell	26617769
mir-374a	Osteosarcoma	26617789
mir-142	Carcinoma, Lung, Non-Small-Cell	26617792
mir-137	Carcinoma, Lung, Non-Small-Cell	26617798
mir-338	Gastric Neoplasms	26617808
mir-185	Carcinoma, Lung, Non-Small-Cell	26617940
mir-140	Glioma	26619802
mir-34a	Multiple Myeloma	26620594
mir-152	Gastric Neoplasms	26627200
mir-17	Carcinoma, Breast, Triple Negative	26629823
mir-133a	Gastric Neoplasms	26629938
mir-15a	Melanoma	26631117
mir-185	Melanoma	26631117
mir-211	Melanoma	26631117
mir-409	Breast Neoplasms	26631969
mir-145	Prostate Neoplasms	26632856
mir-324	Cardiovascular Diseases [unspecific]	26633713
mir-122	Liver Diseases [unspecific]	26636761
mir-424	Carcinoma, Endometrial	26638889
mir-134	Lung Neoplasms	26642897
mir-187	Lung Neoplasms	26642897
mir-150	Leukemia, Myeloid	26644403
mir-33a	Atherosclerosis	26645139
mir-33b	Atherosclerosis	26645139
mir-23b	Diabetic Nephropathy	26646104
mir-103	Carcinoma, Hepatocellular	26646106
mir-362	Kidney Neoplasms	26647877
mir-21	Diabetes Mellitus	26655730
mir-340	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	26656176
mir-204	Breast Neoplasms	26656364
mir-126	Thrombosis	26659078
mir-215	Pancreatic Neoplasms	26662405
mir-548d	Breast Neoplasms	26663100
mir-146a	Allergy	26663191
mir-155	Allergy	26663191
mir-21	Allergy	26663191
mir-214	Breast Neoplasms	26666173
mir-1	Arrhythmia	26671473
mir-21	Breast Neoplasms	26676464
mir-34a	Carcinoma, Breast, Triple Negative	26676753
mir-186	Multiple Myeloma	26679605
mir-134	Osteosarcoma	26681023
mir-181c	Glioblastoma	26682928
mir-555	Viral Infectious Disease	26683768
mir-1290	Leukemia, Lymphoblastic, Acute, B-Cell	26684414
mir-151	Leukemia, Lymphoblastic, Acute, B-Cell	26684414
mir-451	Leukemia, Lymphoblastic, Acute, B-Cell	26684414
mir-125b	Lung Neoplasms	26686386
mir-122	Cholangiocarcinoma	26686459
mir-145	Adenocarcinoma, Lung	26687391
mir-210	Adenocarcinoma, Lung	26687391
mir-25	Adenocarcinoma, Lung	26687391
mir-21	Squamous Cell Carcinoma, Head and Neck	26690371
mir-1914	Colorectal Carcinoma	26695693
mir-1915	Colorectal Carcinoma	26695693
mir-155	Rheumatoid Arthritis	26697483
mir-146a	Allergic Rhinitis	26700406
mir-224	Breast Neoplasms	26701615
mir-613	Prostate Neoplasms	26703210
mir-195	Sepsis	26704614
mir-127	Osteosarcoma	26707641
mir-127	Carcinoma, Hepatocellular	26708147
mir-221	Glioma	26708164
let-7b	Leukemia, Lymphoblastic, Acute	26708866
mir-192	Carcinoma, Hepatocellular	26710269
mir-204	Carcinoma, Hepatocellular	26710269
let-7	Breast Neoplasms	26717565
mir-3648	Breast Neoplasms	26717565
mir-377	Breast Neoplasms	26717565
mir-548t	Breast Neoplasms	26717565
mir-633b	Breast Neoplasms	26717565
mir-340	Prostate Neoplasms	26718483
mir-142	Fungal Keratitis	26720440
mir-155	Fungal Keratitis	26720440
mir-451a	Fungal Keratitis	26720440
mir-511	Fungal Keratitis	26720440
mir-142	Inflammation	26721185
mir-16	Glioma	26722459
mir-212	Habitual Abortion	26722471
mir-223	Habitual Abortion	26722471
mir-5096	Habitual Abortion	26722471
mir-503	Colorectal Carcinoma	26722476
mir-203	Melanoma	26722525
mir-542	Bladder Neoplasms	26723509
mir-126	Rheumatoid Arthritis	26723864
mir-302b	Breast Neoplasms	26744520
mir-26b	Lung Neoplasms	26744864
mir-483	Glaucoma	26747772
mir-28	Carcinoma, Hepatocellular	26754294
mir-208a	Lung Neoplasms	26754670
mir-511	Leukemia, Myeloid, Acute	26762252
mir-548c	Ovarian Neoplasms	26762267
mir-125a	Carcinoma, Cervical	26766902
mir-15a	Uterine Leiomyosarcoma	26768834
mir-31	Uterine Leiomyosarcoma	26768834
mir-92a	Uterine Leiomyosarcoma	26768834
mir-103	Prostate Neoplasms	26771762
let-7	Hemangioma	26772808
mir-9	Hemangioma	26772808
mir-939	Hemangioma	26772808
mir-367	Carcinoma, Hepatocellular	26772880
mir-1182	Bladder Neoplasms	26772886
mir-206	Carcinoma, Cervical	26775359
mir-451	Carcinoma, Renal Cell	26779781
mir-509	Ovarian Neoplasms	26786897
mir-211	Melanoma	26787841
mir-508	Carcinoma, Gastric	26801246
mir-483	Thrombosis	26801758
mir-206	Carcinoma, Renal Cell	26808577
mir-205	Prostate Neoplasms	26813458
mir-130a	Carcinoma, Hepatocellular	26817584
mir-107	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	26822763
mir-122	Cholangiocarcinoma	26825606
mir-23b	Gastric Neoplasms	26835790
mir-124	Medulloblastoma	26840408
mir-24	Prostate Neoplasms	26847530
mir-200c	Cholangiocarcinoma	26855082
mir-183	Carcinoma, Cervical	26873866
mir-21	Asthma	26874829
mir-874	Colorectal Carcinoma	26875895
mir-100	Multiple Sclerosis	26943961
mir-107	Multiple Sclerosis	26943961
mir-145	Multiple Sclerosis	26943961
mir-146b	Multiple Sclerosis	26943961
mir-323	Multiple Sclerosis	26943961
mir-3614	Multiple Sclerosis	26943961
mir-369	Multiple Sclerosis	26943961
mir-494	Multiple Sclerosis	26943961
